file,family,size_bytes,rows,columns,schema_id,null_cells,null_counts
data/raw/rent/202308/26230.parquet,raw/rent,40626,964,27,f9ddc1e469,59,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":59,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202308/26260.parquet,raw/rent,27664,370,27,f9ddc1e469,45,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":45,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202308/26290.parquet,raw/rent,26852,394,27,f9ddc1e469,17,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":17,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202308/26320.parquet,raw/rent,26363,351,27,f9ddc1e469,42,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":42,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202308/26350.parquet,raw/rent,35752,769,27,f9ddc1e469,4,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":4,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202308/26380.parquet,raw/rent,26149,311,27,f9ddc1e469,26,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":26,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202308/26410.parquet,raw/rent,23952,256,27,f9ddc1e469,8,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":8,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202308/26440.parquet,raw/rent,24638,588,27,f9ddc1e469,2,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":2,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202308/26470.parquet,raw/rent,25450,328,27,f9ddc1e469,34,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":34,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202308/26500.parquet,raw/rent,25095,301,27,f9ddc1e469,22,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":22,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202308/26530.parquet,raw/rent,23082,233,27,f9ddc1e469,16,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":16,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202308/26710.parquet,raw/rent,25657,377,27,f9ddc1e469,31,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":31,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202309/26110.parquet,raw/rent,15936,17,27,f9ddc1e469,3,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":3,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202309/26140.parquet,raw/rent,19224,84,27,f9ddc1e469,20,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":20,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202309/26170.parquet,raw/rent,19497,169,27,f9ddc1e469,18,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":18,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202309/26200.parquet,raw/rent,19046,139,27,f9ddc1e469,66,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":66,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202309/26230.parquet,raw/rent,37122,782,27,f9ddc1e469,40,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":40,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202309/26260.parquet,raw/rent,27114,347,27,f9ddc1e469,24,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":24,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202309/26290.parquet,raw/rent,24638,282,27,f9ddc1e469,8,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":8,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202309/26320.parquet,raw/rent,25379,342,27,f9ddc1e469,53,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":53,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202309/26350.parquet,raw/rent,34253,694,27,f9ddc1e469,7,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":7,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202309/26380.parquet,raw/rent,26043,315,27,f9ddc1e469,23,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":23,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202309/26410.parquet,raw/rent,23580,223,27,f9ddc1e469,4,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":4,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202309/26440.parquet,raw/rent,23762,460,27,f9ddc1e469,3,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":3,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202309/26470.parquet,raw/rent,24979,309,27,f9ddc1e469,17,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":17,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202309/26500.parquet,raw/rent,23801,250,27,f9ddc1e469,17,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":17,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202309/26530.parquet,raw/rent,22509,205,27,f9ddc1e469,26,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":26,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202309/26710.parquet,raw/rent,25216,335,27,f9ddc1e469,25,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":25,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202310/26110.parquet,raw/rent,15788,18,27,f9ddc1e469,2,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":2,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202310/26140.parquet,raw/rent,19952,125,27,f9ddc1e469,35,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":35,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202310/26170.parquet,raw/rent,19119,126,27,f9ddc1e469,13,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":13,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202310/26200.parquet,raw/rent,19927,159,27,f9ddc1e469,63,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":63,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202310/26230.parquet,raw/rent,36993,724,27,f9ddc1e469,35,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":35,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202310/26260.parquet,raw/rent,29994,498,27,f9ddc1e469,54,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":54,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202310/26290.parquet,raw/rent,27342,419,27,f9ddc1e469,11,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":11,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202310/26320.parquet,raw/rent,26731,427,27,f9ddc1e469,44,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":44,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202310/26350.parquet,raw/rent,38657,918,27,f9ddc1e469,5,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":5,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202310/26380.parquet,raw/rent,26303,337,27,f9ddc1e469,30,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":30,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202310/26410.parquet,raw/rent,23534,231,27,f9ddc1e469,8,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":8,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202310/26440.parquet,raw/rent,24771,508,27,f9ddc1e469,7,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":7,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202310/26470.parquet,raw/rent,26913,454,27,f9ddc1e469,41,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":41,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202310/26500.parquet,raw/rent,26186,346,27,f9ddc1e469,24,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":24,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202310/26530.parquet,raw/rent,22909,248,27,f9ddc1e469,14,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":14,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
